rid,Stand_ID,model climate name,soil,stand_age,distance,species
804,DF_LOW_E_2030_H_12,low_4.5_2030,rhyolite,100,1000,DF
805,DF_LOW_E_2030_H_13,low_4.5_2030,andesite,10,50,DF
806,DF_LOW_E_2030_H_14,low_4.5_2030,andesite,10,500,DF
807,DF_LOW_E_2030_H_15,low_4.5_2030,andesite,10,1000,DF
808,DF_LOW_E_2030_H_16,low_4.5_2030,andesite,20,50,DF
809,DF_LOW_E_2030_H_17,low_4.5_2030,andesite,20,500,DF
810,DF_LOW_E_2030_H_18,low_4.5_2030,andesite,20,1000,DF
811,DF_LOW_E_2030_H_19,low_4.5_2030,andesite,50,50,DF
812,DF_LOW_E_2030_H_20,low_4.5_2030,andesite,50,500,DF
813,DF_LOW_E_2030_H_21,low_4.5_2030,andesite,50,1000,DF
814,DF_LOW_E_2030_H_22,low_4.5_2030,andesite,100,50,DF
815,DF_LOW_E_2030_H_23,low_4.5_2030,andesite,100,500,DF
816,DF_LOW_E_2030_H_24,low_4.5_2030,andesite,100,1000,DF
817,DF_MID_E_2030_H_1,mid_4.5_2030,rhyolite,10,50,DF
818,DF_MID_E_2030_H_2,mid_4.5_2030,rhyolite,10,500,DF
819,DF_MID_E_2030_H_3,mid_4.5_2030,rhyolite,10,1000,DF
820,DF_MID_E_2030_H_4,mid_4.5_2030,rhyolite,20,50,DF
821,DF_MID_E_2030_H_5,mid_4.5_2030,rhyolite,20,500,DF
822,DF_MID_E_2030_H_6,mid_4.5_2030,rhyolite,20,1000,DF
823,DF_MID_E_2030_H_7,mid_4.5_2030,rhyolite,50,50,DF
824,DF_MID_E_2030_H_8,mid_4.5_2030,rhyolite,50,500,DF
825,DF_MID_E_2030_H_9,mid_4.5_2030,rhyolite,50,1000,DF
826,DF_MID_E_2030_H_10,mid_4.5_2030,rhyolite,100,50,DF
827,DF_MID_E_2030_H_11,mid_4.5_2030,rhyolite,100,500,DF
828,DF_MID_E_2030_H_12,mid_4.5_2030,rhyolite,100,1000,DF
829,DF_MID_E_2030_H_13,mid_4.5_2030,andesite,10,50,DF
830,DF_MID_E_2030_H_14,mid_4.5_2030,andesite,10,500,DF
831,DF_MID_E_2030_H_15,mid_4.5_2030,andesite,10,1000,DF
832,DF_MID_E_2030_H_16,mid_4.5_2030,andesite,20,50,DF
833,DF_MID_E_2030_H_17,mid_4.5_2030,andesite,20,500,DF
834,DF_MID_E_2030_H_18,mid_4.5_2030,andesite,20,1000,DF
835,DF_MID_E_2030_H_19,mid_4.5_2030,andesite,50,50,DF
836,DF_MID_E_2030_H_20,mid_4.5_2030,andesite,50,500,DF
837,DF_MID_E_2030_H_21,mid_4.5_2030,andesite,50,1000,DF
838,DF_MID_E_2030_H_22,mid_4.5_2030,andesite,100,50,DF
839,DF_MID_E_2030_H_23,mid_4.5_2030,andesite,100,500,DF
840,DF_MID_E_2030_H_24,mid_4.5_2030,andesite,100,1000,DF
841,DF_HIGH_E_2030_H_1,high_4.5_2030,rhyolite,10,50,DF
842,DF_HIGH_E_2030_H_2,high_4.5_2030,rhyolite,10,500,DF
843,DF_HIGH_E_2030_H_3,high_4.5_2030,rhyolite,10,1000,DF
844,DF_HIGH_E_2030_H_4,high_4.5_2030,rhyolite,20,50,DF
845,DF_HIGH_E_2030_H_5,high_4.5_2030,rhyolite,20,500,DF
846,DF_HIGH_E_2030_H_6,high_4.5_2030,rhyolite,20,1000,DF
847,DF_HIGH_E_2030_H_7,high_4.5_2030,rhyolite,50,50,DF
848,DF_HIGH_E_2030_H_8,high_4.5_2030,rhyolite,50,500,DF
849,DF_HIGH_E_2030_H_9,high_4.5_2030,rhyolite,50,1000,DF
850,DF_HIGH_E_2030_H_10,high_4.5_2030,rhyolite,100,50,DF
851,DF_HIGH_E_2030_H_11,high_4.5_2030,rhyolite,100,500,DF
852,DF_HIGH_E_2030_H_12,high_4.5_2030,rhyolite,100,1000,DF
853,DF_HIGH_E_2030_H_13,high_4.5_2030,andesite,10,50,DF
854,DF_HIGH_E_2030_H_14,high_4.5_2030,andesite,10,500,DF
855,DF_HIGH_E_2030_H_15,high_4.5_2030,andesite,10,1000,DF
856,DF_HIGH_E_2030_H_16,high_4.5_2030,andesite,20,50,DF
857,DF_HIGH_E_2030_H_17,high_4.5_2030,andesite,20,500,DF
858,DF_HIGH_E_2030_H_18,high_4.5_2030,andesite,20,1000,DF
859,DF_HIGH_E_2030_H_19,high_4.5_2030,andesite,50,50,DF
860,DF_HIGH_E_2030_H_20,high_4.5_2030,andesite,50,500,DF
861,DF_HIGH_E_2030_H_21,high_4.5_2030,andesite,50,1000,DF
862,DF_HIGH_E_2030_H_22,high_4.5_2030,andesite,100,50,DF
863,DF_HIGH_E_2030_H_23,high_4.5_2030,andesite,100,500,DF
864,DF_HIGH_E_2030_H_24,high_4.5_2030,andesite,100,1000,DF
865,DF_LOW_E_2030_L_1,low_8_2030,rhyolite,10,50,DF
866,DF_LOW_E_2030_L_2,low_8_2030,rhyolite,10,500,DF
867,DF_LOW_E_2030_L_3,low_8_2030,rhyolite,10,1000,DF
868,DF_LOW_E_2030_L_4,low_8_2030,rhyolite,20,50,DF
869,DF_LOW_E_2030_L_5,low_8_2030,rhyolite,20,500,DF
870,DF_LOW_E_2030_L_6,low_8_2030,rhyolite,20,1000,DF
871,DF_LOW_E_2030_L_7,low_8_2030,rhyolite,50,50,DF
872,DF_LOW_E_2030_L_8,low_8_2030,rhyolite,50,500,DF
873,DF_LOW_E_2030_L_9,low_8_2030,rhyolite,50,1000,DF
874,DF_LOW_E_2030_L_10,low_8_2030,rhyolite,100,50,DF
875,DF_LOW_E_2030_L_11,low_8_2030,rhyolite,100,500,DF
876,DF_LOW_E_2030_L_12,low_8_2030,rhyolite,100,1000,DF
877,DF_LOW_E_2030_L_13,low_8_2030,andesite,10,50,DF
878,DF_LOW_E_2030_L_14,low_8_2030,andesite,10,500,DF
879,DF_LOW_E_2030_L_15,low_8_2030,andesite,10,1000,DF
880,DF_LOW_E_2030_L_16,low_8_2030,andesite,20,50,DF
881,DF_LOW_E_2030_L_17,low_8_2030,andesite,20,500,DF
882,DF_LOW_E_2030_L_18,low_8_2030,andesite,20,1000,DF
883,DF_LOW_E_2030_L_19,low_8_2030,andesite,50,50,DF
884,DF_LOW_E_2030_L_20,low_8_2030,andesite,50,500,DF
885,DF_LOW_E_2030_L_21,low_8_2030,andesite,50,1000,DF
886,DF_LOW_E_2030_L_22,low_8_2030,andesite,100,50,DF
887,DF_LOW_E_2030_L_23,low_8_2030,andesite,100,500,DF
888,DF_LOW_E_2030_L_24,low_8_2030,andesite,100,1000,DF
889,DF_MID_E_2030_L_1,mid_8_2030,rhyolite,10,50,DF
890,DF_MID_E_2030_L_2,mid_8_2030,rhyolite,10,500,DF
891,DF_MID_E_2030_L_3,mid_8_2030,rhyolite,10,1000,DF
892,DF_MID_E_2030_L_4,mid_8_2030,rhyolite,20,50,DF
893,DF_MID_E_2030_L_5,mid_8_2030,rhyolite,20,500,DF
894,DF_MID_E_2030_L_6,mid_8_2030,rhyolite,20,1000,DF
895,DF_MID_E_2030_L_7,mid_8_2030,rhyolite,50,50,DF
896,DF_MID_E_2030_L_8,mid_8_2030,rhyolite,50,500,DF
897,DF_MID_E_2030_L_9,mid_8_2030,rhyolite,50,1000,DF
898,DF_MID_E_2030_L_10,mid_8_2030,rhyolite,100,50,DF
899,DF_MID_E_2030_L_11,mid_8_2030,rhyolite,100,500,DF
900,DF_MID_E_2030_L_12,mid_8_2030,rhyolite,100,1000,DF
901,DF_MID_E_2030_L_13,mid_8_2030,andesite,10,50,DF
902,DF_MID_E_2030_L_14,mid_8_2030,andesite,10,500,DF
903,DF_MID_E_2030_L_15,mid_8_2030,andesite,10,1000,DF
904,DF_MID_E_2030_L_16,mid_8_2030,andesite,20,50,DF
905,DF_MID_E_2030_L_17,mid_8_2030,andesite,20,500,DF
906,DF_MID_E_2030_L_18,mid_8_2030,andesite,20,1000,DF
907,DF_MID_E_2030_L_19,mid_8_2030,andesite,50,50,DF
908,DF_MID_E_2030_L_20,mid_8_2030,andesite,50,500,DF
909,DF_MID_E_2030_L_21,mid_8_2030,andesite,50,1000,DF
910,DF_MID_E_2030_L_22,mid_8_2030,andesite,100,50,DF
911,DF_MID_E_2030_L_23,mid_8_2030,andesite,100,500,DF
912,DF_MID_E_2030_L_24,mid_8_2030,andesite,100,1000,DF
913,DF_HIGH_E_2030_L_1,high_8_2030,rhyolite,10,50,DF
914,DF_HIGH_E_2030_L_2,high_8_2030,rhyolite,10,500,DF
915,DF_HIGH_E_2030_L_3,high_8_2030,rhyolite,10,1000,DF
916,DF_HIGH_E_2030_L_4,high_8_2030,rhyolite,20,50,DF
917,DF_HIGH_E_2030_L_5,high_8_2030,rhyolite,20,500,DF
918,DF_HIGH_E_2030_L_6,high_8_2030,rhyolite,20,1000,DF
919,DF_HIGH_E_2030_L_7,high_8_2030,rhyolite,50,50,DF
920,DF_HIGH_E_2030_L_8,high_8_2030,rhyolite,50,500,DF
921,DF_HIGH_E_2030_L_9,high_8_2030,rhyolite,50,1000,DF
922,DF_HIGH_E_2030_L_10,high_8_2030,rhyolite,100,50,DF
923,DF_HIGH_E_2030_L_11,high_8_2030,rhyolite,100,500,DF
924,DF_HIGH_E_2030_L_12,high_8_2030,rhyolite,100,1000,DF
925,DF_HIGH_E_2030_L_13,high_8_2030,andesite,10,50,DF
926,DF_HIGH_E_2030_L_14,high_8_2030,andesite,10,500,DF
927,DF_HIGH_E_2030_L_15,high_8_2030,andesite,10,1000,DF
928,DF_HIGH_E_2030_L_16,high_8_2030,andesite,20,50,DF
929,DF_HIGH_E_2030_L_17,high_8_2030,andesite,20,500,DF
930,DF_HIGH_E_2030_L_18,high_8_2030,andesite,20,1000,DF
931,DF_HIGH_E_2030_L_19,high_8_2030,andesite,50,50,DF
932,DF_HIGH_E_2030_L_20,high_8_2030,andesite,50,500,DF
933,DF_HIGH_E_2030_L_21,high_8_2030,andesite,50,1000,DF
934,DF_HIGH_E_2030_L_22,high_8_2030,andesite,100,50,DF
935,DF_HIGH_E_2030_L_23,high_8_2030,andesite,100,500,DF
936,DF_HIGH_E_2030_L_24,high_8_2030,andesite,100,1000,DF
937,DF_LOW_E_2070_H_1,low_4.5_2070,rhyolite,10,50,DF
938,DF_LOW_E_2070_H_2,low_4.5_2070,rhyolite,10,500,DF
939,DF_LOW_E_2070_H_3,low_4.5_2070,rhyolite,10,1000,DF
940,DF_LOW_E_2070_H_4,low_4.5_2070,rhyolite,20,50,DF
941,DF_LOW_E_2070_H_5,low_4.5_2070,rhyolite,20,500,DF
942,DF_LOW_E_2070_H_6,low_4.5_2070,rhyolite,20,1000,DF
943,DF_LOW_E_2070_H_7,low_4.5_2070,rhyolite,50,50,DF
944,DF_LOW_E_2070_H_8,low_4.5_2070,rhyolite,50,500,DF
945,DF_LOW_E_2070_H_9,low_4.5_2070,rhyolite,50,1000,DF
946,DF_LOW_E_2070_H_10,low_4.5_2070,rhyolite,100,50,DF
947,DF_LOW_E_2070_H_11,low_4.5_2070,rhyolite,100,500,DF
948,DF_LOW_E_2070_H_12,low_4.5_2070,rhyolite,100,1000,DF
949,DF_LOW_E_2070_H_13,low_4.5_2070,andesite,10,50,DF
950,DF_LOW_E_2070_H_14,low_4.5_2070,andesite,10,500,DF
951,DF_LOW_E_2070_H_15,low_4.5_2070,andesite,10,1000,DF
952,DF_LOW_E_2070_H_16,low_4.5_2070,andesite,20,50,DF
953,DF_LOW_E_2070_H_17,low_4.5_2070,andesite,20,500,DF
954,DF_LOW_E_2070_H_18,low_4.5_2070,andesite,20,1000,DF
955,DF_LOW_E_2070_H_19,low_4.5_2070,andesite,50,50,DF
956,DF_LOW_E_2070_H_20,low_4.5_2070,andesite,50,500,DF
957,DF_LOW_E_2070_H_21,low_4.5_2070,andesite,50,1000,DF
958,DF_LOW_E_2070_H_22,low_4.5_2070,andesite,100,50,DF
959,DF_LOW_E_2070_H_23,low_4.5_2070,andesite,100,500,DF
960,DF_LOW_E_2070_H_24,low_4.5_2070,andesite,100,1000,DF
961,DF_MID_E_2070_H_1,mid_4.5_2070,rhyolite,10,50,DF
962,DF_MID_E_2070_H_2,mid_4.5_2070,rhyolite,10,500,DF
963,DF_MID_E_2070_H_3,mid_4.5_2070,rhyolite,10,1000,DF
964,DF_MID_E_2070_H_4,mid_4.5_2070,rhyolite,20,50,DF
965,DF_MID_E_2070_H_5,mid_4.5_2070,rhyolite,20,500,DF
966,DF_MID_E_2070_H_6,mid_4.5_2070,rhyolite,20,1000,DF
967,DF_MID_E_2070_H_7,mid_4.5_2070,rhyolite,50,50,DF
968,DF_MID_E_2070_H_8,mid_4.5_2070,rhyolite,50,500,DF
969,DF_MID_E_2070_H_9,mid_4.5_2070,rhyolite,50,1000,DF
970,DF_MID_E_2070_H_10,mid_4.5_2070,rhyolite,100,50,DF
971,DF_MID_E_2070_H_11,mid_4.5_2070,rhyolite,100,500,DF
972,DF_MID_E_2070_H_12,mid_4.5_2070,rhyolite,100,1000,DF
973,DF_MID_E_2070_H_13,mid_4.5_2070,andesite,10,50,DF
974,DF_MID_E_2070_H_14,mid_4.5_2070,andesite,10,500,DF
975,DF_MID_E_2070_H_15,mid_4.5_2070,andesite,10,1000,DF
976,DF_MID_E_2070_H_16,mid_4.5_2070,andesite,20,50,DF
977,DF_MID_E_2070_H_17,mid_4.5_2070,andesite,20,500,DF
978,DF_MID_E_2070_H_18,mid_4.5_2070,andesite,20,1000,DF
979,DF_MID_E_2070_H_19,mid_4.5_2070,andesite,50,50,DF
980,DF_MID_E_2070_H_20,mid_4.5_2070,andesite,50,500,DF
981,DF_MID_E_2070_H_21,mid_4.5_2070,andesite,50,1000,DF
982,DF_MID_E_2070_H_22,mid_4.5_2070,andesite,100,50,DF
983,DF_MID_E_2070_H_23,mid_4.5_2070,andesite,100,500,DF
984,DF_MID_E_2070_H_24,mid_4.5_2070,andesite,100,1000,DF
985,DF_HIGH_E_2070_H_1,high_4.5_2070,rhyolite,10,50,DF
986,DF_HIGH_E_2070_H_2,high_4.5_2070,rhyolite,10,500,DF
987,DF_HIGH_E_2070_H_3,high_4.5_2070,rhyolite,10,1000,DF
988,DF_HIGH_E_2070_H_4,high_4.5_2070,rhyolite,20,50,DF
989,DF_HIGH_E_2070_H_5,high_4.5_2070,rhyolite,20,500,DF
990,DF_HIGH_E_2070_H_6,high_4.5_2070,rhyolite,20,1000,DF
991,DF_HIGH_E_2070_H_7,high_4.5_2070,rhyolite,50,50,DF
992,DF_HIGH_E_2070_H_8,high_4.5_2070,rhyolite,50,500,DF
993,DF_HIGH_E_2070_H_9,high_4.5_2070,rhyolite,50,1000,DF
994,DF_HIGH_E_2070_H_10,high_4.5_2070,rhyolite,100,50,DF
995,DF_HIGH_E_2070_H_11,high_4.5_2070,rhyolite,100,500,DF
996,DF_HIGH_E_2070_H_12,high_4.5_2070,rhyolite,100,1000,DF
997,DF_HIGH_E_2070_H_13,high_4.5_2070,andesite,10,50,DF
998,DF_HIGH_E_2070_H_14,high_4.5_2070,andesite,10,500,DF
999,DF_HIGH_E_2070_H_15,high_4.5_2070,andesite,10,1000,DF
1000,DF_HIGH_E_2070_H_16,high_4.5_2070,andesite,20,50,DF
1001,DF_HIGH_E_2070_H_17,high_4.5_2070,andesite,20,500,DF
1002,DF_HIGH_E_2070_H_18,high_4.5_2070,andesite,20,1000,DF
1003,DF_HIGH_E_2070_H_19,high_4.5_2070,andesite,50,50,DF
1004,DF_HIGH_E_2070_H_20,high_4.5_2070,andesite,50,500,DF
1005,DF_HIGH_E_2070_H_21,high_4.5_2070,andesite,50,1000,DF
1006,DF_HIGH_E_2070_H_22,high_4.5_2070,andesite,100,50,DF
1007,DF_HIGH_E_2070_H_23,high_4.5_2070,andesite,100,500,DF
1008,DF_HIGH_E_2070_H_24,high_4.5_2070,andesite,100,1000,DF
1009,DF_LOW_E_2070_L_1,low_8_2070,rhyolite,10,50,DF
1010,DF_LOW_E_2070_L_2,low_8_2070,rhyolite,10,500,DF
1011,DF_LOW_E_2070_L_3,low_8_2070,rhyolite,10,1000,DF
1012,DF_LOW_E_2070_L_4,low_8_2070,rhyolite,20,50,DF
1013,DF_LOW_E_2070_L_5,low_8_2070,rhyolite,20,500,DF
1014,DF_LOW_E_2070_L_6,low_8_2070,rhyolite,20,1000,DF
1015,DF_LOW_E_2070_L_7,low_8_2070,rhyolite,50,50,DF
1016,DF_LOW_E_2070_L_8,low_8_2070,rhyolite,50,500,DF
1017,DF_LOW_E_2070_L_9,low_8_2070,rhyolite,50,1000,DF
1018,DF_LOW_E_2070_L_10,low_8_2070,rhyolite,100,50,DF
1019,DF_LOW_E_2070_L_11,low_8_2070,rhyolite,100,500,DF
1020,DF_LOW_E_2070_L_12,low_8_2070,rhyolite,100,1000,DF
1021,DF_LOW_E_2070_L_13,low_8_2070,andesite,10,50,DF
1022,DF_LOW_E_2070_L_14,low_8_2070,andesite,10,500,DF
1023,DF_LOW_E_2070_L_15,low_8_2070,andesite,10,1000,DF
1024,DF_LOW_E_2070_L_16,low_8_2070,andesite,20,50,DF
1025,DF_LOW_E_2070_L_17,low_8_2070,andesite,20,500,DF
1026,DF_LOW_E_2070_L_18,low_8_2070,andesite,20,1000,DF
1027,DF_LOW_E_2070_L_19,low_8_2070,andesite,50,50,DF
1028,DF_LOW_E_2070_L_20,low_8_2070,andesite,50,500,DF
1029,DF_LOW_E_2070_L_21,low_8_2070,andesite,50,1000,DF
1030,DF_LOW_E_2070_L_22,low_8_2070,andesite,100,50,DF
1031,DF_LOW_E_2070_L_23,low_8_2070,andesite,100,500,DF
1032,DF_LOW_E_2070_L_24,low_8_2070,andesite,100,1000,DF
1033,DF_MID_E_2070_L_1,mid_8_2070,rhyolite,10,50,DF
1034,DF_MID_E_2070_L_2,mid_8_2070,rhyolite,10,500,DF
1035,DF_MID_E_2070_L_3,mid_8_2070,rhyolite,10,1000,DF
1036,DF_MID_E_2070_L_4,mid_8_2070,rhyolite,20,50,DF
1037,DF_MID_E_2070_L_5,mid_8_2070,rhyolite,20,500,DF
1038,DF_MID_E_2070_L_6,mid_8_2070,rhyolite,20,1000,DF
1039,DF_MID_E_2070_L_7,mid_8_2070,rhyolite,50,50,DF
1040,DF_MID_E_2070_L_8,mid_8_2070,rhyolite,50,500,DF
1041,DF_MID_E_2070_L_9,mid_8_2070,rhyolite,50,1000,DF
1042,DF_MID_E_2070_L_10,mid_8_2070,rhyolite,100,50,DF
1043,DF_MID_E_2070_L_11,mid_8_2070,rhyolite,100,500,DF
1044,DF_MID_E_2070_L_12,mid_8_2070,rhyolite,100,1000,DF
1045,DF_MID_E_2070_L_13,mid_8_2070,andesite,10,50,DF
1046,DF_MID_E_2070_L_14,mid_8_2070,andesite,10,500,DF
1047,DF_MID_E_2070_L_15,mid_8_2070,andesite,10,1000,DF
1048,DF_MID_E_2070_L_16,mid_8_2070,andesite,20,50,DF
1049,DF_MID_E_2070_L_17,mid_8_2070,andesite,20,500,DF
1050,DF_MID_E_2070_L_18,mid_8_2070,andesite,20,1000,DF
1051,DF_MID_E_2070_L_19,mid_8_2070,andesite,50,50,DF
1052,DF_MID_E_2070_L_20,mid_8_2070,andesite,50,500,DF
1053,DF_MID_E_2070_L_21,mid_8_2070,andesite,50,1000,DF
1054,DF_MID_E_2070_L_22,mid_8_2070,andesite,100,50,DF
1055,DF_MID_E_2070_L_23,mid_8_2070,andesite,100,500,DF
1056,DF_MID_E_2070_L_24,mid_8_2070,andesite,100,1000,DF
1057,DF_HIGH_E_2070_L_1,high_8_2070,rhyolite,10,50,DF
1058,DF_HIGH_E_2070_L_2,high_8_2070,rhyolite,10,500,DF
1059,DF_HIGH_E_2070_L_3,high_8_2070,rhyolite,10,1000,DF
1060,DF_HIGH_E_2070_L_4,high_8_2070,rhyolite,20,50,DF
1061,DF_HIGH_E_2070_L_5,high_8_2070,rhyolite,20,500,DF
1062,DF_HIGH_E_2070_L_6,high_8_2070,rhyolite,20,1000,DF
1063,DF_HIGH_E_2070_L_7,high_8_2070,rhyolite,50,50,DF
1064,DF_HIGH_E_2070_L_8,high_8_2070,rhyolite,50,500,DF
1065,DF_HIGH_E_2070_L_9,high_8_2070,rhyolite,50,1000,DF
1066,DF_HIGH_E_2070_L_10,high_8_2070,rhyolite,100,50,DF
1067,DF_HIGH_E_2070_L_11,high_8_2070,rhyolite,100,500,DF
1068,DF_HIGH_E_2070_L_12,high_8_2070,rhyolite,100,1000,DF
1069,DF_HIGH_E_2070_L_13,high_8_2070,andesite,10,50,DF
1070,DF_HIGH_E_2070_L_14,high_8_2070,andesite,10,500,DF
1071,DF_HIGH_E_2070_L_15,high_8_2070,andesite,10,1000,DF
1072,DF_HIGH_E_2070_L_16,high_8_2070,andesite,20,50,DF
1073,DF_HIGH_E_2070_L_17,high_8_2070,andesite,20,500,DF
1074,DF_HIGH_E_2070_L_18,high_8_2070,andesite,20,1000,DF
1075,DF_HIGH_E_2070_L_19,high_8_2070,andesite,50,50,DF
1076,DF_HIGH_E_2070_L_20,high_8_2070,andesite,50,500,DF
1077,DF_HIGH_E_2070_L_21,high_8_2070,andesite,50,1000,DF
1078,DF_HIGH_E_2070_L_22,high_8_2070,andesite,100,50,DF
1079,DF_HIGH_E_2070_L_23,high_8_2070,andesite,100,500,DF
1080,DF_HIGH_E_2070_L_24,high_8_2070,andesite,100,1000,DF
